vorname,anzahl,geschlecht,position
Ivy,3,w,1
Jasmin,3,w,1
Julia,3,w,1
Juna,3,w,1
Karla,3,w,1
Lamar,3,w,1
Leonora,3,w,1
Louisa,3,w,1
Lucia,3,w,1
Lucy,3,w,1
Malina,3,w,1
Marla,3,w,1
Masa,3,w,1
Mayla,3,w,1
Merle,3,w,1
Meryem,3,w,1
Milana,3,w,1
Mina,3,w,1
Minel,3,w,1
Miral,3,w,1
Miray,3,w,1
Nadia,3,w,1
Naya,3,w,1
Nejla,3,w,1
Nilay,3,w,1
Nora,3,w,1
Philippa,3,w,1
Pia,3,w,1
Rita,3,w,1
Roya,3,w,1
Safiya,3,w,1
Sarah,3,w,1
Stefania,3,w,1
Tuana,3,w,1
Victoria,3,w,1
Yade,3,w,1
Zahra,3,w,1
Zeynep,3,w,1
Adar,3,m,1
Aleksandar,3,m,1
Alparslan,3,m,1
Anthony,3,m,1
Artur,3,m,1
Augustin,3,m,1
Ayaan,3,m,1
Ayden,3,m,1
Azat,3,m,1
Bo,3,m,1
Caspar,3,m,1
Charles,3,m,1
Diego,3,m,1
Edward,3,m,1
Elian,3,m,1
Fabian,3,m,1
Fiete,3,m,1
Frederik,3,m,1
Friedrich,3,m,1
Gustav,3,m,1
Hermann,3,m,1
Ilias,3,m,1
Isa,3,m,1
Issa,3,m,1
Juri,3,m,1
Kasimir,3,m,1
Kilian,3,m,1
Konstantin,3,m,1
Leano,3,m,1
Levin,3,m,1
Lio,3,m,1
Luan,3,m,1
Ludwig,3,m,1
Mahdi,3,m,1
Mahir,3,m,1
Manuel,3,m,1
Marlon,3,m,1
Miraç,3,m,1
Muhamed,3,m,1
Nathanael,3,m,1
Noam,3,m,1
Ole,3,m,1
Philip,3,m,1
Robin,3,m,1
Ryan,3,m,1
Sayed,3,m,1
Simon,3,m,1
Syed,3,m,1
Vincent,3,m,1
Vito,3,m,1
Wilhelm,3,m,1
Yahya,3,m,1
Younes,3,m,1
Amalia,3,w,2
Amaya,3,w,2
Amelia,3,w,2
An,3,w,2
Aurelia,3,w,2
Barbara,3,w,2
Christina,3,w,2
Dua,3,w,2
Elif,3,w,2
Elise,3,w,2
Elli,3,w,2
Felicitas,3,w,2
Freya,3,w,2
Frida,3,w,2
Grace,3,w,2
Helena,3,w,2
Jolie,3,w,2
Livia,3,w,2
Liyah,3,w,2
Louisa,3,w,2
Margarete,3,w,2
Marinova,3,w,2
Marta,3,w,2
Mathilda,3,w,2
Matilda,3,w,2
Meryem,3,w,2
Olivia,3,w,2
Rosa,3,w,2
Sultan,3,w,2
Adam,3,m,2
Ahmed,3,m,2
Asaf,3,m,2
Carl,3,m,2
Christopher,3,m,2
Cornelius,3,m,2
Elyas,3,m,2
Ferdinand,3,m,2
Franz,3,m,2
Fridolin,3,m,2
Johannes,3,m,2
Kaan,3,m,2
Konstantin,3,m,2
Leo,3,m,2
Leon,3,m,2
Martin,3,m,2
Matheo,3,m,2
Matteo,3,m,2
Matthias,3,m,2
Maxim,3,m,2
Michael,3,m,2
Mohamed,3,m,2
Musa,3,m,2
Mustafa,3,m,2
Noel,3,m,2
Richard,3,m,2
Robert,3,m,2
Ruben,3,m,2
Taavi,3,m,2
Taha,3,m,2
Wilhelm,3,m,2
Luise,3,w,3
Ruth,3,w,3
Leon,3,m,3
Otto,3,m,3
Valentin,3,m,3
Aaria,2,w,1
Abigail,2,w,1
Alaya,2,w,1
Alessia,2,w,1
Alexandra,2,w,1
Alfiya,2,w,1
Alia,2,w,1
Alicia,2,w,1
Alisa,2,w,1
Almira,2,w,1
Amani,2,w,1
Anamaria,2,w,1
Anaïs,2,w,1
Angelina,2,w,1
Anita,2,w,1
Annelie,2,w,1
Asra,2,w,1
Assia,2,w,1
Asya,2,w,1
Aygül,2,w,1
Aïssatou,2,w,1
Bella,2,w,1
Beritan,2,w,1
Binta,2,w,1
Camilla,2,w,1
Celia,2,w,1
Claire,2,w,1
Coralie,2,w,1
Dakota,2,w,1
Damla,2,w,1
Daniela,2,w,1
Danila,2,w,1
Debora,2,w,1
Delal,2,w,1
Delia,2,w,1
Denisa,2,w,1
Dia,2,w,1
Dila,2,w,1
Dima,2,w,1
Dina,2,w,1
Dora,2,w,1
Dua,2,w,1
Dunia,2,w,1
Eda,2,w,1
Eflin,2,w,1
Elaine,2,w,1
Elea,2,w,1
Eli,2,w,1
Elin,2,w,1
Elissar,2,w,1
Eliza,2,w,1
Ellen,2,w,1
Elodie,2,w,1
Elsa,2,w,1
Emmi,2,w,1
Erika,2,w,1
Esther,2,w,1
Eylül,2,w,1
Fatma,2,w,1
Fatoumata,2,w,1
Felicia,2,w,1
Felina,2,w,1
Feline,2,w,1
Finja,2,w,1
Finya,2,w,1
Fiona,2,w,1
Freyja,2,w,1
Gabriela,2,w,1
Ghazal,2,w,1
Hala,2,w,1
Hana,2,w,1
Hanan,2,w,1
Hanifa,2,w,1
Hanin,2,w,1
Haya,2,w,1
Hazel,2,w,1
Hedi,2,w,1
Imani,2,w,1
Inara,2,w,1
Ines,2,w,1
Isabel,2,w,1
Jannah,2,w,1
Jette,2,w,1
Jory,2,w,1
Josefine,2,w,1
Judith,2,w,1
Juno,2,w,1
Kaja,2,w,1
Kaya,2,w,1
Kira,2,w,1
Kristina,2,w,1
Laila,2,w,1
Layana,2,w,1
Layla,2,w,1
Leandra,2,w,1
Leonore,2,w,1
Leora,2,w,1
Leya,2,w,1
Lila,2,w,1
Lili,2,w,1
Lilia,2,w,1
Liliana,2,w,1
Lilli,2,w,1
Lilly,2,w,1
Lily,2,w,1
Lilyana,2,w,1
Linda,2,w,1
Liv,2,w,1
Liyah,2,w,1
Lora,2,w,1
Lorin,2,w,1
Lou,2,w,1
Luana,2,w,1
Lujain,2,w,1
Mahnoor,2,w,1
Malea,2,w,1
Malia,2,w,1
Malika,2,w,1
Malou,2,w,1
Marnie,2,w,1
Mascha,2,w,1
Massa,2,w,1
Melia,2,w,1
Mika,2,w,1
Miracle,2,w,1
Myriam,2,w,1
Nada,2,w,1
Nadezhda,2,w,1
Narin,2,w,1
Natasha,2,w,1
Nika,2,w,1
Nola,2,w,1
Nova,2,w,1
Paulina,2,w,1
Pauline,2,w,1
Penelope,2,w,1
Philine,2,w,1
Pippa,2,w,1
Polina,2,w,1
Rayan,2,w,1
Ria,2,w,1
Romy,2,w,1
Ronja,2,w,1
Rosalie,2,w,1
Rubi,2,w,1
Rukaya,2,w,1
Ruth,2,w,1
Sama,2,w,1
Sare,2,w,1
Selena,2,w,1
Sena,2,w,1
Sidra,2,w,1
Sofie,2,w,1
Solea,2,w,1
Sonja,2,w,1
Soraya,2,w,1
Sumaya,2,w,1
Svea,2,w,1
Tala,2,w,1
Talia,2,w,1
Tara,2,w,1
Thalia,2,w,1
Theodora,2,w,1
Tiffany,2,w,1
Tulsi,2,w,1
Una,2,w,1
Valeria,2,w,1
Vanesa,2,w,1
Vera,2,w,1
Veronika,2,w,1
Vida,2,w,1
Violeta,2,w,1
Wateen,2,w,1
Wilma,2,w,1
Yael,2,w,1
Yara,2,w,1
Yusra,2,w,1
Zainab,2,w,1
Zara,2,w,1
Zeina,2,w,1
Zelal,2,w,1
Zeliha,2,w,1
Zoey,2,w,1
Zuri,2,w,1
Zümra,2,w,1
Abbas,2,m,1
Adnan,2,m,1
Alan,2,m,1
Alberto,2,m,1
Alek,2,m,1
Aleksej,2,m,1
Alim,2,m,1
Alpaslan,2,m,1
Alper,2,m,1
Amer,2,m,1
Antonio,2,m,1
Aran,2,m,1
Araz,2,m,1
Arian,2,m,1
Arlo,2,m,1
Arne,2,m,1
Aryan,2,m,1
Asaph,2,m,1
Asen,2,m,1
Avel,2,m,1
Ayan,2,m,1
Ayoub,2,m,1
Azad,2,m,1
Azer,2,m,1
Baran,2,m,1
Benedict,2,m,1
Benedikt,2,m,1
Berat,2,m,1
Boris,2,m,1
Brian,2,m,1
Constantin,2,m,1
Darius,2,m,1
Denis,2,m,1
Deniz,2,m,1
Dylan,2,m,1
Edwin,2,m,1
Efe,2,m,1
Egemen,2,m,1
Eli,2,m,1
Elia,2,m,1
Elliot,2,m,1
Emin,2,m,1
Emre,2,m,1
Enno,2,m,1
Ensar,2,m,1
Eren,2,m,1
Eric,2,m,1
Ethan,2,m,1
Eymen,2,m,1
Eyüp,2,m,1
Finlay,2,m,1
Florian,2,m,1
Floris,2,m,1
Franciszek,2,m,1
Franz,2,m,1
Hadi,2,m,1
Hanno,2,m,1
Hasan,2,m,1
Hussain,2,m,1
Hüseyin,2,m,1
Hải,2,m,1
Ian,2,m,1
Idris,2,m,1
Ijon,2,m,1
Iosif,2,m,1
Jakub,2,m,1
Jamil,2,m,1
Jannis,2,m,1
Janosch,2,m,1
Jason,2,m,1
Jasper,2,m,1
Joel,2,m,1
Johan,2,m,1
John,2,m,1
Johnny,2,m,1
Jon,2,m,1
Jonte,2,m,1
Joris,2,m,1
Karam,2,m,1
Kareem,2,m,1
Kassem,2,m,1
Khalid,2,m,1
Kinan,2,m,1
Kingsley,2,m,1
Kjell,2,m,1
Kristijan,2,m,1
Kuno,2,m,1
Kurt,2,m,1
Kuzey,2,m,1
Lars,2,m,1
Leander,2,m,1
Leandro,2,m,1
Leif,2,m,1
Lenn,2,m,1
Lenny,2,m,1
Leopold,2,m,1
Louie,2,m,1
Lounes,2,m,1
Mads,2,m,1
Mahmoud,2,m,1
Majid,2,m,1
Mani,2,m,1
Marwan,2,m,1
Mattis,2,m,1
Maxim,2,m,1
Mehmet,2,m,1
Melih,2,m,1
Michel,2,m,1
Mikael,2,m,1
Mikail,2,m,1
Mirac,2,m,1
Miraz,2,m,1
Moritz,2,m,1
Mostafa,2,m,1
Nelson,2,m,1
Nick,2,m,1
Nikolas,2,m,1
Nikolay,2,m,1
Nilo,2,m,1
Noel,2,m,1
Nouh,2,m,1
Nour,2,m,1
Onur,2,m,1
Osman,2,m,1
Ozan,2,m,1
Pablo,2,m,1
Philipp,2,m,1
Quentin,2,m,1
Ramon,2,m,1
Rejan,2,m,1
Romeo,2,m,1
Roy,2,m,1
Santiago,2,m,1
Serhat,2,m,1
Sevdalin,2,m,1
Stefan,2,m,1
Sunny,2,m,1
Taim,2,m,1
Teo,2,m,1
Till,2,m,1
Tim,2,m,1
Valerian,2,m,1
Vihaan,2,m,1
Viktor,2,m,1
Walid,2,m,1
Yakup,2,m,1
Yaman,2,m,1
Yanis,2,m,1
Yasser,2,m,1
Yassin,2,m,1
Yazan,2,m,1
Yousef,2,m,1
Yunes,2,m,1
Zayne,2,m,1
Zoran,2,m,1
Aden,2,w,2
Amelie,2,w,2
Amina,2,w,2
Amira,2,w,2
Andrea,2,w,2
Anh,2,w,2
Annie,2,w,2
Anouk,2,w,2
Aylin,2,w,2
Carolina,2,w,2
Chimamanda,2,w,2
Christa,2,w,2
Coco,2,w,2
Cornelia,2,w,2
Dzhulietova,2,w,2
Edith,2,w,2
Ela,2,w,2
Elena,2,w,2
Eleonore,2,w,2
Eli,2,w,2
Elin,2,w,2
Elina,2,w,2
Ella,2,w,2
Eloise,2,w,2
Emma,2,w,2
Florentine,2,w,2
Gulam,2,w,2
Hanna,2,w,2
Isabel,2,w,2
Jane,2,w,2
Jasmin,2,w,2
Josephine,2,w,2
Joy,2,w,2
Julia,2,w,2
Juna,2,w,2
Kaur,2,w,2
Kim,2,w,2
Lara,2,w,2
Laura,2,w,2
Lea,2,w,2
Leonore,2,w,2
Lily,2,w,2
Linnea,2,w,2
Lisbeth,2,w,2
Liya,2,w,2
Lore,2,w,2
Lorena,2,w,2
Loretta,2,w,2
Louise,2,w,2
Mai,2,w,2
Makhmudovna,2,w,2
Marielle,2,w,2
Marina,2,w,2
Mavi,2,w,2
Mila,2,w,2
Milena,2,w,2
Neva,2,w,2
Noemi,2,w,2
Nour,2,w,2
Nova,2,w,2
Olamide,2,w,2
Oleksandrivna,2,w,2
Philine,2,w,2
Philippa,2,w,2
Poppy,2,w,2
Reddy,2,w,2
Romanovna,2,w,2
Rosalie,2,w,2
Salomé,2,w,2
Sezen,2,w,2
Susanne,2,w,2
Teresa,2,w,2
Wilma,2,w,2
Zeynep,2,w,2
Alberto,2,m,2
Aleksander,2,m,2
Alexandrovich,2,m,2
Amari,2,m,2
Amin,2,m,2
An,2,m,2
Andreas,2,m,2
Andrei,2,m,2
Apollo,2,m,2
Aras,2,m,2
Arian,2,m,2
Aurel,2,m,2
Ayan,2,m,2
Bakarr,2,m,2
Bilal,2,m,2
Bruno,2,m,2
Can,2,m,2
Casimir,2,m,2
Constantin,2,m,2
Denitsov,2,m,2
Deniz,2,m,2
Duy,2,m,2
Edward,2,m,2
Elijah,2,m,2
Emanuel,2,m,2
Emilian,2,m,2
Emilio,2,m,2
Emin,2,m,2
Emir,2,m,2
Erwin,2,m,2
Eymen,2,m,2
Florentin,2,m,2
Florin,2,m,2
Freddie,2,m,2
Frederik,2,m,2
Georgiev,2,m,2
Ghulam,2,m,2
Gordon,2,m,2
Hamza,2,m,2
Hans,2,m,2
Hassan,2,m,2
Henri,2,m,2
Hoàng,2,m,2
Hugo,2,m,2
Ismail,2,m,2
Ivaylov,2,m,2
Ivo,2,m,2
Jack,2,m,2
Jacob,2,m,2
Jakob,2,m,2
James,2,m,2
Jamie,2,m,2
Janosch,2,m,2
Joel,2,m,2
Juri,2,m,2
Kaspar,2,m,2
Kemal,2,m,2
Khang,2,m,2
Klaus,2,m,2
Lennox,2,m,2
Lev,2,m,2
Lio,2,m,2
Lovis,2,m,2
Luis,2,m,2
Maddox,2,m,2
Mael,2,m,2
Malek,2,m,2
Marco,2,m,2
Merlin,2,m,2
Milan,2,m,2
Mohammad,2,m,2
Moritz,2,m,2
Moussa,2,m,2
Mustafov,2,m,2
Müslüm,2,m,2
Nicolas,2,m,2
Noa,2,m,2
Nour,2,m,2
Noé,2,m,2
Oscar,2,m,2
Oskar,2,m,2
Otis,2,m,2
Peter,2,m,2
Quentin,2,m,2
Reza,2,m,2
Salih,2,m,2
Salim,2,m,2
Samir,2,m,2
Selim,2,m,2
Siegfried,2,m,2
Simon,2,m,2
Stefan,2,m,2
Temenuzhkov,2,m,2
Udo,2,m,2
Ulrich,2,m,2
Umar,2,m,2
Welat,2,m,2
Willi,2,m,2
Willy,2,m,2
Wim,2,m,2
Yahya,2,m,2
Yusuf,2,m,2
Zhanov,2,m,2
Anna,2,w,3
Elisabeth,2,w,3
Louise,2,w,3
Lucia,2,w,3
Rosa,2,w,3
Rose,2,w,3
Therese,2,w,3
Ultima,2,w,3
Bernhard,2,m,3
Friedrich,2,m,3
Fritz,2,m,3
Hafedh,2,m,3
Jonathan,2,m,3
Louis,2,m,3
Ludwig,2,m,3
Michael,2,m,3
Thomas,2,m,3
Wolf,2,m,3
Aadhya,1,w,1
Aarvi,1,w,1
Abdul,1,w,1
Abisha,1,w,1
Adea,1,w,1
Adel,1,w,1
Adela,1,w,1
Admire,1,w,1
Adna,1,w,1
Adriana,1,w,1
Advika,1,w,1
Adèle,1,w,1
Afnan,1,w,1
Ahadi,1,w,1
Ahilya,1,w,1
Aicha,1,w,1
Alané,1,w,1
Alara,1,w,1
Aleena,1,w,1
Aleksia,1,w,1
Alena,1,w,1
Alexis,1,w,1
Aleya,1,w,1
Aleynasu,1,w,1
Alianna,1,w,1
Alica,1,w,1
Alicja,1,w,1
Alida,1,w,1
Aliha,1,w,1
Alija,1,w,1
Alijana,1,w,1
Alijandra,1,w,1
Alin,1,w,1
Alina-Ánh,1,w,1
Aliya,1,w,1
Almaz,1,w,1
Alora,1,w,1
Altna,1,w,1
Alvine,1,w,1
Alya,1,w,1
Alys,1,w,1
Alyssia,1,w,1
Amali,1,w,1
Amara-Hope,1,w,1
Amari,1,w,1
Amber,1,w,1
Amel,1,w,1
Amelia-Usa,1,w,1
Amely,1,w,1
Amiel,1,w,1
Amila,1,w,1
Amira-Zainab,1,w,1
Amna,1,w,1
Amrita,1,w,1
Ana,1,w,1
Anabia,1,w,1
Anais-Debora,1,w,1
Anais,1,w,1
Anam,1,w,1
Anastasia-Maria,1,w,1
Anaya,1,w,1
Anayat,1,w,1
Anaëlla,1,w,1
Andjelina,1,w,1
Andrea,1,w,1
Andreea,1,w,1
Anel,1,w,1
Anett,1,w,1
Angela,1,w,1
Angelique,1,w,1
Ani,1,w,1
Anisa,1,w,1
Anissa,1,w,1
Aniya,1,w,1
Annabella,1,w,1
Annabelle,1,w,1
Annie,1,w,1
Anouk,1,w,1
Antonie,1,w,1
Antonina,1,w,1
Anu,1,w,1
Aqsa,1,w,1
Araya,1,w,1
Ariana,1,w,1
Ariella,1,w,1
Arin,1,w,1
Arina,1,w,1
Arisa,1,w,1
Arkadia,1,w,1
Arzoo,1,w,1
Asalea,1,w,1
Aseel,1,w,1
Asees,1,w,1
Asena,1,w,1
Ashley,1,w,1
Asia,1,w,1
Asil,1,w,1
Asiya,1,w,1
Aslihan,1,w,1
Asmin,1,w,1
Assel,1,w,1
Assiatou,1,w,1
Assil,1,w,1
Asta,1,w,1
Asteria,1,w,1
Athaya,1,w,1
Auri,1,w,1
Avan,1,w,1
Avani,1,w,1
Avy,1,w,1
Avşin,1,w,1
Ayaa,1,w,1
Ayah,1,w,1
Ayan,1,w,1
Ayana,1,w,1
Ayeeta,1,w,1
Ayla-Dahlia,1,w,1
Ayla-Nur,1,w,1
Aylin,1,w,1
Ayliz,1,w,1
Aynzeliha,1,w,1
Aysha,1,w,1
Ayshenur,1,w,1
Ayzel,1,w,1
Ayşe,1,w,1
Azka,1,w,1
Azzurra,1,w,1
Bakep,1,w,1
Barbare,1,w,1
Belinay,1,w,1
Benazir,1,w,1
Berfin,1,w,1
Berihu,1,w,1
Betty,1,w,1
Beydzhe,1,w,1
Bianca,1,w,1
Billi,1,w,1
Billy,1,w,1
Blixa,1,w,1
Bonnie,1,w,1
Brida,1,w,1
Brittney,1,w,1
Buna,1,w,1
Bảo,1,w,1
Cagla,1,w,1
Caitlin,1,w,1
Caitlyn,1,w,1
Calina,1,w,1
Camila,1,w,1
Cansu,1,w,1
Carlota,1,w,1
Carmel,1,w,1
Carolin,1,w,1
Carolina,1,w,1
Cassandra,1,w,1
Cassie,1,w,1
Cataleya,1,w,1
Cathaleya,1,w,1
Catharina,1,w,1
Cathy,1,w,1
Cecily,1,w,1
Celena,1,w,1
Celina,1,w,1
Ceylan,1,w,1
Ceylin,1,w,1
Chalisa,1,w,1
Chanina,1,w,1
Charlene,1,w,1
Charlet,1,w,1
Chi,1,w,1
Chiara-Eylül,1,w,1
Chiara,1,w,1
Chidinma,1,w,1
Cina,1,w,1
Clea,1,w,1
Coco,1,w,1
Cocora,1,w,1
Cohn,1,w,1
Colombe,1,w,1
Cosima,1,w,1
Cosmo,1,w,1
Cristal,1,w,1
Dahab,1,w,1
Dahlia,1,w,1
Dajana,1,w,1
Dalia,1,w,1
Dalya,1,w,1
Dana,1,w,1
Dane,1,w,1
Danielle,1,w,1
Daphne,1,w,1
Darija,1,w,1
Deana,1,w,1
Delasa,1,w,1
Delssa,1,w,1
Deniz,1,w,1
Desiré,1,w,1
Despina-Magdalini,1,w,1
Destiny,1,w,1
Dhyana,1,w,1
Diamante,1,w,1
Diamond,1,w,1
Dilda,1,w,1
Dilwin,1,w,1
Disha,1,w,1
Divine,1,w,1
Djaben,1,w,1
Djellza,1,w,1
Djenab,1,w,1
Domche,1,w,1
Donatella,1,w,1
Dursun,1,w,1
Duru,1,w,1
Dzeyla-Admira,1,w,1
Dzhenifar,1,w,1
Ebrar,1,w,1
Ebru,1,w,1
Ecrin,1,w,1
Edanur,1,w,1
Edda,1,w,1
Edessa,1,w,1
Edith,1,w,1
Edoghogho,1,w,1
Efestia,1,w,1
Ekaterina,1,w,1
